Homograph	Reading	Type
向	む	kun
向	さき	kun
向	ひさ	personal name
死	シ	on
死	し	kun
次	ジ	on
次	シ	on
次	つぎ	kun
次	つ	kun
次	つい	kun
次	やど	kun
次	ちか	personal name
次	つぐ	personal name
次	ひで	personal name
式	シキ	on
式	ショク	on
式	のっと	kun
式	のり	kun
守	シュ	on
守	ス	on
守	まも	kun
守	も	kun
守	かみ	kun
守	え	personal name
守	さね	personal name
守	まもる	personal name
州	シュウ	on
州	ス	on
州	す	kun
州	くに	kun, personal name
州	しま	kun
全	ゼン	on
全	セン	on
全	すべ	kun
全	まった	kun
有	ユウ	on
有	ウ	on
有	あ	kun
有	も	kun
有	あり	personal name
有	たもつ	personal name
有	とも	personal name
有	みち	personal name
有	もち	personal name
有	ゆ	personal name
羊	ヨウ	on
羊	ひつじ	kun
両	リョウ	on
両	ふた	kun, personal name
両	ふる	personal name
列	レツ	on
列	つら	kun
列	なら	kun
衣	イ	on
衣	エ	on
衣	ころも	kun
衣	きぬ	kun, personal name
衣	き	kun
衣	そ	personal name
衣	みそ	personal name
印	イン	on
印	しるし	kun
印	しる	kun
各	カク	on
各	おのおの	kun
共	キョウ	on
共	とも	kun
好	コウ	on
好	この	kun
好	す	kun
好	よ	kun
好	よしみ	kun
好	このみ	personal name
好	すみ	personal name
好	たか	personal name
好	み	personal name
好	よし	personal name
成	セイ	on
成	ジョウ	on
成	な	kun
成	あき	personal name
成	あきら	personal name
成	しげ	personal name
成	しげる	personal name
成	なり	personal name
成	ひで	personal name
成	よし	personal name
争	ソウ	on
争	あらそ	kun
争	いさ	kun
仲	チュウ	on
仲	なか	kun
仲	あたる	personal name
仲	つづき	personal name
仲	なかし	personal name
仲	のぶ	personal name
兆	チョウ	on
兆	ジョウ	on
兆	きざ	kun
兆	うらな	kun
伝	デン	on
伝	テン	on
伝	つた	kun
伝	つて	kun
灯	トウ	on
灯	チョウ	on
灯	チン	on
灯	テイ	on
灯	ドン	on
灯	ひ	kun
灯	あかし	kun
灯	あかり	kun, personal name
灯	とぼし	kun
灯	とぼ	kun
灯	ともし	kun
灯	ともしび	kun
灯	とも	kun
老	ロウ	on
老	お	kun
老	ふ	kun
因	イン	on
因	よ	kun
因	ちなみ	kun
因	ちな	kun
因	よすが	kun
因	よ	kun
仮	カ	on
仮	ケ	on
仮	カク	on
仮	かり	kun
仮	か	kun
件	ケン	on
件	くだり	kun
件	くだん	kun
再	サ	on
再	サイ	on
再	ふたた	kun
在	ザイ	on
在	あ	kun
在	いま	kun
在	ましま	kun
在	あき	personal name
在	あきら	personal name
在	あり	personal name
在	ある	personal name
在	すみ	personal name
在	たみ	personal name
在	とお	personal name
在	みつる	personal name
舌	ゼツ	on
舌	セツ	on
舌	した	kun
舌	ことば	kun
団	ダン	on
団	トン	on
団	タン	on
団	かたまり	kun
団	まる	kun
任	ニン	on
任	ジン	on
任	まか	kun
任	あたる	personal name
任	たか	personal name
任	たかし	personal name
任	ただ	personal name
任	たもつ	personal name
任	と	personal name
任	のり	personal name
任	ひで	personal name
任	まかし	personal name
宇	ウ	on
宇	いえ	kun
宇	のき	kun, personal name
宇	うま	personal name
宇	そら	personal name
宇	たか	personal name
宇	ね	personal name
灰	カイ	on
灰	ケ	on
灰	はい	kun
危	キ	on
危	あぶ	kun
危	あや	kun
危	たか	kun
机	キ	on
机	つくえ	kun
吸	キュウ	on
吸	す	kun
后	コウ	on
后	ゴ	on
后	きさき	kun
后	きみ	kun
后	のち	kun
至	シ	on
至	いた	kun
至	ちか	personal name
至	のり	personal name
至	みち	personal name
至	むね	personal name
至	ゆき	personal name
至	よし	personal name
存	ソン	on
存	ゾン	on
存	あ	kun
存	たも	kun
存	と	kun
存	ながら	kun
宅	タク	on
宅	いえ	kun
宅	やけ	kun
扱	キュウ	on
扱	ソウ	on
扱	あつか	kun
扱	こ	kun
扱	しご	kun
芋	ウ	on
芋	いも	kun
汚	オ	on
汚	きたな	kun
汚	よご	kun
汚	けが	kun
朽	キュウ	on
朽	く	kun
朽	すた	kun
叫	キョウ	on
叫	さけ	kun
仰	ギョウ	on
仰	コウ	on
仰	ゴウ	on
仰	あお	kun
仰	おお	kun
仰	あおの	kun
仰	の	kun
旨	シ	on
旨	むね	kun
旨	うま	kun
芝	シ	on
芝	しば	kun
朱	シュ	on
朱	ス	on
朱	あか	kun, personal name
朱	あけ	kun
朱	あや	personal name
朱	じゅ	personal name
舟	シュウ	on
舟	シュ	on
舟	ふな	kun
舟	ふね	kun
舟	のり	personal name
巡	ジュン	on
巡	めぐ	kun
巡	まわ	kun
巡	めぐる	personal name
旬	シュン	on
旬	ジュン	kun
旬	ただ	personal name
旬	とき	personal name
旬	ひとし	personal name
旬	ひら	personal name
旬	まさ	personal name
尽	ジン	on
尽	つ	kun
尽	ことごと	kun
尽	すが	kun
吐	ト	on
吐	は	kun
吐	つ	kun
吐	ぬ	kun
弐	ニ	on
弐	ジ	on
弐	ふた	kun
弐	すけ	personal name
忙	ボウ	on
忙	モウ	on
忙	いそが	kun
忙	せわ	kun
劣	レツ	on
劣	おと	kun
劣	いや	kun
企	キ	on
企	くわだ	kun
企	たくら	kun
吉	キチ	on
吉	キツ	on
吉	よ	kun, personal name
吉	き	personal name
吉	さち	personal name
吉	とみ	personal name
吉	はじめ	personal name
吉	よし	personal name
刑	ケイ	on
刑	ギョウ	on
刑	しおき	kun
刑	のり	kun
如	ジョ	on
如	ニョ	on
如	ごと	kun
如	し	kun
如	も	kun
如	ゆ	kun
如	いく	personal name
如	なお	personal name
如	もと	personal name
如	ゆき	personal name
如	よし	personal name
匠	ショウ	on
匠	たくみ	kun
匠	たく	personal name
匠	なる	personal name
伐	バツ	on
伐	ハツ	on
伐	う	kun
伐	き	kun
伐	ほこ	kun
帆	ハン	on
帆	ほこ	kun
伏	フク	on
伏	ブク	on
伏	ふ	kun
伏	かく	kun
伏	したが	kun
伏	ふし	personal name
伏	やす	personal name
伏	やすし	personal name
伏	より	personal name
吏	リ	on
吏	つかさ	kun
缶	カン	on
缶	フ	on
缶	かま	kun
缶	ほとぎ	kun
江	コウ	on
江	え	kun
江	きみ	personal name
江	ただ	personal name
江	のぶ	personal name
充	ジュウ	on
充	シュウ	on
充	あ	kun
充	み	kun, personal name
充	あつ	personal name
充	たかし	personal name
充	まこと	personal name
充	みち	personal name
充	みつ	personal name
充	みつる	personal name
迅	ジン	on
迅	はげ	kun
迅	はや	kun
迅	とき	personal name
迅	とし	personal name
壮	ソウ	on
壮	さか	kun
壮	あき	personal name
壮	お	personal name
壮	たけ	personal name
壮	たけし	personal name
壮	たける	personal name
壮	まさ	personal name
壮	もり	personal name
肌	キ	on
肌	はだ	kun
肌	はだえ	kun
妃	ヒ	on
妃	ハイ	on
妃	きさき	kun
妃	き	personal name
妃	ひめ	personal name
朴	ボク	on
朴	ハク	on
朴	えのき	kun
朴	すなお	kun
朴	ほお	kun
妄	ボウ	on
妄	モウ	on
妄	みだ	kun
伎	キ	on
伎	ギ	on
伎	たくみ	kun, personal name
伎	わざ	kun
臼	キュウ	on
臼	うす	kun
汎	ハン	on
汎	フウ	on
汎	ホウ	on
汎	あふ	kun
汎	う	kun
汎	ひろ	kun, personal name
汎	ひろし	personal name
汎	ひろむ	personal name
汎	みな	personal name
花	カ	on
花	ケ	on
花	はな	kun
花	はる	personal name
花	みち	personal name
花	もと	personal name
貝	バイ	on
貝	かい	kun
見	ケン	on
見	ゲン	on
見	み	kun, personal name
見	あらわ	kun
見	まみ	kun
見	あき	personal name
見	あきら	personal name
見	ちか	personal name
見	まゆみ	personal name
車	シャ	on
車	くるま	kun
車	くら	personal name
車	のり	personal name
赤	セキ	on
赤	シャク	on
赤	あか	kun
足	ソク	on
足	あし	kun
足	た	kun
足	たり	personal name
足	なり	personal name
足	みつ	personal name
足	ゆき	personal name
村	ソン	on
村	むら	kun
村	さと	personal name
村	すえ	personal name
村	つね	personal name
男	ダン	on
男	ナン	on
男	おとこ	kun
男	おのこ	kun
男	お	personal name
男	おと	personal name
町	チョウ	on
町	テイ	on
町	まち	kun
町	あぜみち	kub
何	カ	on
何	なに	kun
何	なん	kun
何	いず	kun
角	カク	on
角	ロク	on
角	かど	kun
角	つの	kun
角	くら	kun
角	すみ	kun
汽	キ	on
汽	ゆげ	kun
近	キン	on
近	コン	on
近	ちか	kun
形	ギョウ	on
形	ケイ	on
形	かた	kun
形	かたち	kun
形	なり	kun
言	ゲン	on
言	ゴン	on
言	ギン	on
言	い	kun
言	こと	kun
言	ことば	kun
言	あき	personal name
言	あや	personal name
言	とき	personal name
言	のぶ	personal name
言	のり	personal name
言	ゆう	personal name
言	ゆき	personal name
谷	コク	on
谷	ロク	on
谷	たに	kun
谷	きわ	kun
谷	や	kun
谷	ひろ	personal name
作	サ	on
作	サク	on
作	つく	kun
作	な	kun
作	あり	personal name
作	とも	personal name
作	なお	personal name
作	なり	personal name
社	シャ	on
社	ジャ	on
社	やしろ	kun
社	こそ	personal name
社	たか	personal name
図	ズ	on
図	ト	on
図	はか	kun
図	え	kun
声	セイ	on
声	ショウ	on
声	こえ	kun
声	こわ	kun
走	ソウ	on
走	はし	kun
走	ゆき	personal name
体	タイ	on
体	テイ	on
体	からだ	kun
体	なり	personal name
体	み	personal name
体	みる	personal name
体	もと	personal name
弟	ダイ	on
弟	デ	on
弟	テイ	on
弟	おとうと	kun
売	バイ	on
売	う	kun
麦	バク	on
麦	むぎ	kun
来	ライ	on
来	く	kun, personal name
来	きた	kun
来	き	kun, personal name
来	こ	kun, personal name
来	な	personal name
来	ゆき	personal name
来	ら	personal name
里	リ	on
里	さと	kun
里	さとし	personal name
里	さとる	personal name
里	のり	personal name
医	イ	on
医	い	kun
医	くすし	kun, personal name
究	キュウ	on
究	ク	on
究	きわ	kun
究	きわみ	personal name
究	きわむ	personal name
究	さた	personal name
究	さだ	personal name
究	すみ	personal name
究	み	personal name
局	キョク	on
局	つぼね	kun
君	クン	on
君	きみ	kun
君	きん	personal name
君	こ	personal name
君	すえ	personal name
君	なお	personal name
君	よし	personal name
決	ケツ	on
決	き	kun
住	ジュウ	on
住	チュウ	on
住	す	kun
住	とど	kun
助	ジョ	on
助	たす	kun
助	すけ	kun
助	たすく	personal name
助	ひろ	personal name
助	ます	personal name
身	シン	on
身	み	kun
身	みずか	kun
対	タイ	on
対	ツイ	on
対	こた	kun
対	そろ	kun
対	つれあい	kun
対	む	kun
投	トウ	on
投	な	kun
豆	ズ	on
豆	トウ	on
豆	まめ	kun
豆	たかつき	kun
坂	ハン	on
坂	バン	on
坂	さか	kun
返	ヘン	on
返	ハン	on
返	ホン	on
返	かえ	kun
役	ヤク	on
役	エキ	on
役	いくさ	kun
役	つと	kun
位	イ	on
位	くらい	kun
位	くら	personal name
位	たか	personal name
位	ただ	personal name
位	ただし	personal name
位	なり	personal name
位	のり	personal name
位	ひこ	personal name
囲	イ	on
囲	かこ	kun
改	カイ	on
改	あらた	kun
完	カン	on
完	まっと	kun
完	たもつ	personal name
完	ひろ	personal name
完	ひろし	personal name
完	ゆたか	personal name
希	キ	on
希	ケ	on
希	こいねが	kun
希	まれ	kun
希	のぞみ	personal name
希	のぞむ	personal name
求	キュウ	on
求	グ	on
求	もと	kun, personal name
求	き	personal name
求	く	personal name
求	ひで	personal name
求	まさ	personal name
求	め	personal name
求	もとむ	personal name
芸	ゲイ	on
芸	ウン	on
芸	う	kun
芸	くさぎ	kun
芸	わざ	kun
芸	き	personal name
芸	ぎ	personal name
芸	のり	personal name
芸	まさ	personal name
芸	よし	personal name
告	コク	on
告	コウ	on
告	つ	kun
材	ザイ	on
材	サイ	on
材	まるた	kun
児	ジ	on
児	ニ	on
児	こ	kun
児	のり	personal name
児	はじめ	personal name
児	る	personal name
初	ショ	on
初	ソ	on
初	はじ	kun
初	はつ	kun
初	そ	kun
初	うい	kun
初	うぶ	kun
初	はじめ	personal name
初	もと	personal name
臣	シン	on
臣	ジン	on
臣	おみ	kun
臣	お	personal name
臣	おん	personal name
臣	きみ	personal name
臣	きん	personal name
臣	しげ	personal name
臣	たか	personal name
臣	とみ	personal name
臣	み	personal name
折	セツ	on
折	シャク	on
折	おり	kun
折	お	kun
折	くじ	kun
折	さだ	kun
束	ソク	on
束	たば	kun
束	つか	kun
低	テイ	on
低	ひく	kun
低	た	kun
努	ド	on
努	つと	kun
努	ゆめ	kun
努	つとむ	personal name
兵	ヘイ	on
兵	ヒョウ	on
兵	いくさ	kun
兵	つわもの	kun
兵	たけ	personal name
兵	ひと	personal name
兵	むね	personal name
別	ベツ	on
別	ベチ	on
別	わか	kun
別	わ	kun
別	のぶ	personal name
別	わき	personal name
利	リ	on
利	き	kun
利	するど	kun
利	と	kun, personal name
利	よ	kun
利	かが	personal name
利	かず	personal name
利	さと	personal name
利	とおる	personal name
利	とし	personal name
利	のり	personal name
利	まさ	personal name
利	みち	personal name
利	みのる	personal name
利	よし	personal name
利	より	personal name
良	リョウ	on
良	よ	kun
良	やや	kun
良	あきら	personal name
良	お	personal name
良	かず	personal name
良	かた	personal name
良	さね	personal name
良	すけ	personal name
良	たか	personal name
良	つか	personal name
良	つかさ	personal name
良	つぎ	personal name
良	なおし	personal name
良	なか	personal name
良	なが	personal name
良	ながし	personal name
良	はる	personal name
良	ひこ	personal name
良	ひさ	personal name
良	ふみ	personal name
良	まこと	personal name
良	み	personal name
冷	レイ	on
冷	さ	kun
冷	つめ	kun
冷	ひ	kun
冷	すずし	personal name
労	ロウ	on
労	いたわ	kun
労	つか	kun
労	ねぎら	kun
労	はたら	kun
応	オウ	on
応	こた	kun
応	まさ	kun
応	お	personal name
快	カイ	on
快	ケ	on
快	こころよ	kun
快	はや	personal name
快	やす	personal name
快	よし	personal name
技	ギ	on
技	わざ	kun
均	キン	on
均	イン	on
均	ウン	on
均	ととの	kun
均	なら	kun
均	ひと	kun
均	お	personal name
均	ただ	personal name
均	なお	personal name
均	なり	personal name
均	ひとし	personal name
均	ひら	personal name
均	まさ	personal name
災	サイ	on
災	わざわ	kun
志	シ	on
